'mturk_id';'exp_condition';'train_type';'test_type';'stim_type';'trial_type';'block';'trial_index';'trial_idx';'correct';'rt';'sim_score';'distance';'ydist';'xdist';'comparison_type';'stimulus';'stimulus_2';'stimulus_x';'stimulus_a';'stimulus_b';'a_path';'key_press';'url';'ts'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'text';\N;'0';\N;\N;'44536';\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'text';\N;'1';\N;\N;'15928';\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'text';\N;'2';\N;\N;'25513';\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'text';\N;'3';\N;\N;'21146';\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'0';\N;'1';'8668';\N;\N;\N;\N;\N;'img/HD_5_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'1';\N;'1';'3340';\N;\N;\N;\N;\N;'img/HD_4_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'2';\N;'0';'3281';\N;\N;\N;\N;\N;'img/HD_6_6_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'3';\N;'1';'2148';\N;\N;\N;\N;\N;'img/HD_3_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'4';\N;'1';'2594';\N;\N;\N;\N;\N;'img/HD_5_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'5';\N;'1';'2869';\N;\N;\N;\N;\N;'img/HD_4_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'6';\N;'1';'1551';\N;\N;\N;\N;\N;'img/HD_6_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'7';\N;'1';'1118';\N;\N;\N;\N;\N;'img/HD_4_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'8';\N;'1';'2234';\N;\N;\N;\N;\N;'img/HD_1_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'9';\N;'1';'1067';\N;\N;\N;\N;\N;'img/HD_4_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'10';\N;'1';'964';\N;\N;\N;\N;\N;'img/HD_4_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'11';\N;'1';'800';\N;\N;\N;\N;\N;'img/HD_6_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'12';\N;'1';'1606';\N;\N;\N;\N;\N;'img/HD_3_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'13';\N;'1';'993';\N;\N;\N;\N;\N;'img/HD_1_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'14';\N;'1';'853';\N;\N;\N;\N;\N;'img/HD_2_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'15';\N;'1';'772';\N;\N;\N;\N;\N;'img/HD_2_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'16';\N;'1';'804';\N;\N;\N;\N;\N;'img/HD_5_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'17';\N;'1';'738';\N;\N;\N;\N;\N;'img/HD_1_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'18';\N;'1';'723';\N;\N;\N;\N;\N;'img/HD_1_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'19';\N;'1';'728';\N;\N;\N;\N;\N;'img/HD_3_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'20';\N;'1';'782';\N;\N;\N;\N;\N;'img/HD_6_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'21';\N;'1';'715';\N;\N;\N;\N;\N;'img/HD_6_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'22';\N;'1';'1066';\N;\N;\N;\N;\N;'img/HD_2_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'23';\N;'1';'731';\N;\N;\N;\N;\N;'img/HD_3_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'24';\N;'1';'670';\N;\N;\N;\N;\N;'img/HD_5_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'25';\N;'1';'675';\N;\N;\N;\N;\N;'img/HD_5_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'26';\N;'1';'732';\N;\N;\N;\N;\N;'img/HD_1_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'27';\N;'0';'922';\N;\N;\N;\N;\N;'img/HD_2_3_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'28';\N;'1';'825';\N;\N;\N;\N;\N;'img/HD_2_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'29';\N;'1';'636';\N;\N;\N;\N;\N;'img/HD_1_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'30';\N;'1';'715';\N;\N;\N;\N;\N;'img/HD_3_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'31';\N;'1';'655';\N;\N;\N;\N;\N;'img/HD_2_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'32';\N;'0';'840';\N;\N;\N;\N;\N;'img/HD_6_4_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'33';\N;'1';'1017';\N;\N;\N;\N;\N;'img/HD_4_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'34';\N;'0';'3241';\N;\N;\N;\N;\N;'img/HD_3_3_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'0';'35';\N;'1';'1698';\N;\N;\N;\N;\N;'img/HD_5_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'0';\N;'1';'2695';\N;\N;\N;\N;\N;'img/HD_2_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'1';\N;'1';'1454';\N;\N;\N;\N;\N;'img/HD_4_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'2';\N;'1';'728';\N;\N;\N;\N;\N;'img/HD_5_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'3';\N;'1';'657';\N;\N;\N;\N;\N;'img/HD_2_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'4';\N;'1';'1434';\N;\N;\N;\N;\N;'img/HD_5_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'5';\N;'1';'1241';\N;\N;\N;\N;\N;'img/HD_2_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'6';\N;'1';'873';\N;\N;\N;\N;\N;'img/HD_1_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'7';\N;'1';'754';\N;\N;\N;\N;\N;'img/HD_3_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'8';\N;'1';'861';\N;\N;\N;\N;\N;'img/HD_2_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'9';\N;'1';'679';\N;\N;\N;\N;\N;'img/HD_4_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'10';\N;'1';'873';\N;\N;\N;\N;\N;'img/HD_4_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'11';\N;'1';'894';\N;\N;\N;\N;\N;'img/HD_4_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'12';\N;'1';'774';\N;\N;\N;\N;\N;'img/HD_5_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'13';\N;'0';'732';\N;\N;\N;\N;\N;'img/HD_5_4_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'14';\N;'1';'743';\N;\N;\N;\N;\N;'img/HD_3_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'15';\N;'1';'833';\N;\N;\N;\N;\N;'img/HD_6_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'16';\N;'1';'964';\N;\N;\N;\N;\N;'img/HD_1_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'17';\N;'1';'828';\N;\N;\N;\N;\N;'img/HD_4_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'18';\N;'1';'922';\N;\N;\N;\N;\N;'img/HD_1_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'19';\N;'1';'792';\N;\N;\N;\N;\N;'img/HD_6_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'20';\N;'1';'926';\N;\N;\N;\N;\N;'img/HD_3_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'21';\N;'1';'709';\N;\N;\N;\N;\N;'img/HD_1_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'22';\N;'1';'762';\N;\N;\N;\N;\N;'img/HD_5_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'23';\N;'1';'676';\N;\N;\N;\N;\N;'img/HD_3_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'24';\N;'1';'631';\N;\N;\N;\N;\N;'img/HD_4_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'25';\N;'1';'757';\N;\N;\N;\N;\N;'img/HD_6_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'26';\N;'1';'565';\N;\N;\N;\N;\N;'img/HD_5_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'27';\N;'0';'1598';\N;\N;\N;\N;\N;'img/HD_2_3_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'28';\N;'1';'860';\N;\N;\N;\N;\N;'img/HD_1_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'29';\N;'1';'1001';\N;\N;\N;\N;\N;'img/HD_6_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'30';\N;'1';'697';\N;\N;\N;\N;\N;'img/HD_6_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'31';\N;'1';'722';\N;\N;\N;\N;\N;'img/HD_2_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'32';\N;'0';'2334';\N;\N;\N;\N;\N;'img/HD_3_4_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'33';\N;'1';'1194';\N;\N;\N;\N;\N;'img/HD_6_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'34';\N;'1';'4048';\N;\N;\N;\N;\N;'img/HD_1_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'1';'35';\N;'1';'670';\N;\N;\N;\N;\N;'img/HD_3_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'0';\N;'1';'2741';\N;\N;\N;\N;\N;'img/HD_4_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'1';\N;'1';'1191';\N;\N;\N;\N;\N;'img/HD_1_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'2';\N;'1';'791';\N;\N;\N;\N;\N;'img/HD_5_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'3';\N;'1';'1287';\N;\N;\N;\N;\N;'img/HD_2_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'4';\N;'0';'1684';\N;\N;\N;\N;\N;'img/HD_1_4_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'5';\N;'1';'665';\N;\N;\N;\N;\N;'img/HD_3_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'6';\N;'1';'1120';\N;\N;\N;\N;\N;'img/HD_3_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'7';\N;'1';'803';\N;\N;\N;\N;\N;'img/HD_5_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'8';\N;'1';'831';\N;\N;\N;\N;\N;'img/HD_2_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'9';\N;'1';'774';\N;\N;\N;\N;\N;'img/HD_1_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'10';\N;'1';'801';\N;\N;\N;\N;\N;'img/HD_6_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'11';\N;'1';'1202';\N;\N;\N;\N;\N;'img/HD_4_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'12';\N;'1';'639';\N;\N;\N;\N;\N;'img/HD_5_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'13';\N;'1';'668';\N;\N;\N;\N;\N;'img/HD_1_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'14';\N;'1';'535';\N;\N;\N;\N;\N;'img/HD_2_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'15';\N;'1';'734';\N;\N;\N;\N;\N;'img/HD_4_6_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'16';\N;'1';'3088';\N;\N;\N;\N;\N;'img/HD_6_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'17';\N;'1';'626';\N;\N;\N;\N;\N;'img/HD_6_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'18';\N;'1';'616';\N;\N;\N;\N;\N;'img/HD_1_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'19';\N;'1';'2567';\N;\N;\N;\N;\N;'img/HD_3_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'20';\N;'1';'717';\N;\N;\N;\N;\N;'img/HD_3_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'21';\N;'1';'821';\N;\N;\N;\N;\N;'img/HD_3_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'22';\N;'1';'899';\N;\N;\N;\N;\N;'img/HD_4_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'23';\N;'1';'838';\N;\N;\N;\N;\N;'img/HD_5_3_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'24';\N;'1';'1456';\N;\N;\N;\N;\N;'img/HD_4_2_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'25';\N;'1';'718';\N;\N;\N;\N;\N;'img/HD_6_1_.jpg';\N;\N;\N;\N;\N;'84';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'26';\N;'1';'1274';\N;\N;\N;\N;\N;'img/HD_6_4_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
'ADMTRXEG43HU0';'TRAIN-XAB-HD';'TRAIN';'XAB';'HD';'adaptive_train';'2';'27';\N;'1';'646';\N;\N;\N;\N;\N;'img/HD_5_5_.jpg';\N;\N;\N;\N;\N;'66';\N;'2014-06-06 18:38:52'
