"","mturk_id","train_type","stim_type","xdist","block","V1"
"471","A243WFHSDFVAON","TRAIN","HD",2,0,0.333333333333333
"472","A243WFHSDFVAON","TRAIN","HD",2,1,-0.166666666666667
"473","A243WFHSDFVAON","TRAIN","HD",2,2,3.14018491736755e-16
"474","A243WFHSDFVAON","TRAIN","HD",2,3,3.14018491736755e-16
"479","A260EJW55KFZX7","TRAIN","HD",0,0,0.15
"480","A260EJW55KFZX7","TRAIN","HD",0,1,0.1
"481","A260EJW55KFZX7","TRAIN","HD",0,2,0.333333333333333
"482","A260EJW55KFZX7","TRAIN","HD",0,3,0.3
"483","A260EJW55KFZX7","TRAIN","HD",1,0,-0.357142857142857
"484","A260EJW55KFZX7","TRAIN","HD",1,1,-0.0357142857142858
"485","A260EJW55KFZX7","TRAIN","HD",1,2,0.222222222222222
"486","A260EJW55KFZX7","TRAIN","HD",1,3,0.214285714285714
"487","A260EJW55KFZX7","TRAIN","HD",2,0,0.25
"488","A260EJW55KFZX7","TRAIN","HD",2,1,0.25
"489","A260EJW55KFZX7","TRAIN","HD",2,2,3.14018491736755e-16
"490","A260EJW55KFZX7","TRAIN","HD",2,3,3.14018491736755e-16
"494","A26EDNC5NDIJ3E","TRAIN","HD",0,0,0.125
"495","A26EDNC5NDIJ3E","TRAIN","HD",0,1,-0.0333333333333334
"496","A26EDNC5NDIJ3E","TRAIN","HD",0,2,-0.25
"497","A26EDNC5NDIJ3E","TRAIN","HD",0,3,0.0238095238095238
"498","A26EDNC5NDIJ3E","TRAIN","HD",1,0,-3.92523114670944e-17
"499","A26EDNC5NDIJ3E","TRAIN","HD",1,1,-0.107142857142857
"500","A26EDNC5NDIJ3E","TRAIN","HD",1,2,0.15
"501","A26EDNC5NDIJ3E","TRAIN","HD",1,3,-0.4
"502","A26EDNC5NDIJ3E","TRAIN","HD",2,0,0.416666666666667
"503","A26EDNC5NDIJ3E","TRAIN","HD",2,1,0.166666666666667
"504","A26EDNC5NDIJ3E","TRAIN","HD",2,2,0.433333333333333
"505","A26EDNC5NDIJ3E","TRAIN","HD",2,3,-0.5
"510","A271E2WZS50YZM","CONTROL","HD",0,0,0.0999999999999999
"511","A271E2WZS50YZM","CONTROL","HD",0,1,0.375
"512","A271E2WZS50YZM","CONTROL","HD",0,2,0.0357142857142856
"513","A271E2WZS50YZM","CONTROL","HD",0,3,0.333333333333333
"514","A271E2WZS50YZM","CONTROL","HD",1,0,0.285714285714286
"515","A271E2WZS50YZM","CONTROL","HD",1,1,0.125
"516","A271E2WZS50YZM","CONTROL","HD",1,2,0.4
"517","A271E2WZS50YZM","CONTROL","HD",1,3,0.111111111111111
"518","A271E2WZS50YZM","CONTROL","HD",2,0,0.5
"519","A271E2WZS50YZM","CONTROL","HD",2,1,0.25
"520","A271E2WZS50YZM","CONTROL","HD",2,2,-0.0333333333333332
"521","A271E2WZS50YZM","CONTROL","HD",2,3,-0.2
"524","A29CE4QKM0WNCL","TRAIN","HD",0,0,0.333333333333333
"525","A29CE4QKM0WNCL","TRAIN","HD",0,1,1
"526","A29CE4QKM0WNCL","TRAIN","HD",0,2,-0.1875
"527","A29CE4QKM0WNCL","TRAIN","HD",0,3,-0.125
"528","A29CE4QKM0WNCL","TRAIN","HD",1,0,0.0555555555555555
"529","A29CE4QKM0WNCL","TRAIN","HD",1,1,0.225
"530","A29CE4QKM0WNCL","TRAIN","HD",1,2,-0.0750000000000001
"531","A29CE4QKM0WNCL","TRAIN","HD",1,3,-0.125
"532","A29CE4QKM0WNCL","TRAIN","HD",2,0,-0.125
"533","A29CE4QKM0WNCL","TRAIN","HD",2,1,1.57009245868377e-16
"534","A29CE4QKM0WNCL","TRAIN","HD",2,2,0.0833333333333336
"535","A29CE4QKM0WNCL","TRAIN","HD",2,3,-0.333333333333333
"539","A29VDPSSZF14XZ","CONTROL","HD",0,0,0.857142857142857
"540","A29VDPSSZF14XZ","CONTROL","HD",0,1,0.333333333333333
"541","A29VDPSSZF14XZ","CONTROL","HD",0,2,0
"542","A29VDPSSZF14XZ","CONTROL","HD",0,3,0.125
"543","A29VDPSSZF14XZ","CONTROL","HD",1,0,-0.0250000000000002
"544","A29VDPSSZF14XZ","CONTROL","HD",1,1,-1.17756934401283e-16
"545","A29VDPSSZF14XZ","CONTROL","HD",1,2,-0.1
"546","A29VDPSSZF14XZ","CONTROL","HD",1,3,0.1875
"547","A29VDPSSZF14XZ","CONTROL","HD",2,0,3.14018491736755e-16
"548","A29VDPSSZF14XZ","CONTROL","HD",2,1,3.14018491736755e-16
"549","A29VDPSSZF14XZ","CONTROL","HD",2,2,0.166666666666667
"550","A29VDPSSZF14XZ","CONTROL","HD",2,3,-0.0666666666666667
"555","A2F79GFUWU5O96","CONTROL","LD",0,0,-0.4
"556","A2F79GFUWU5O96","CONTROL","LD",0,1,0.375
"557","A2F79GFUWU5O96","CONTROL","LD",0,2,-0.4
"558","A2F79GFUWU5O96","CONTROL","LD",0,3,-0.25
"559","A2F79GFUWU5O96","CONTROL","LD",1,0,0.130952380952381
"560","A2F79GFUWU5O96","CONTROL","LD",1,1,-0.0500000000000001
"561","A2F79GFUWU5O96","CONTROL","LD",1,2,-0.042857142857143
"562","A2F79GFUWU5O96","CONTROL","LD",1,3,-0.0500000000000001
"563","A2F79GFUWU5O96","CONTROL","LD",2,0,-0.5
"564","A2F79GFUWU5O96","CONTROL","LD",2,1,0.25
"565","A2F79GFUWU5O96","CONTROL","LD",2,2,0.333333333333333
"566","A2F79GFUWU5O96","CONTROL","LD",2,3,0.333333333333333
"571","A2FHGTHU8UTP2X","CONTROL","HD",0,0,0.25
"572","A2FHGTHU8UTP2X","CONTROL","HD",0,1,0.0666666666666667
"573","A2FHGTHU8UTP2X","CONTROL","HD",0,2,0.178571428571429
"574","A2FHGTHU8UTP2X","CONTROL","HD",0,3,-0.233333333333334
"575","A2FHGTHU8UTP2X","CONTROL","HD",1,0,-0.216666666666667
"576","A2FHGTHU8UTP2X","CONTROL","HD",1,1,-0.0119047619047619
"577","A2FHGTHU8UTP2X","CONTROL","HD",1,2,0.133333333333333
"578","A2FHGTHU8UTP2X","CONTROL","HD",1,3,-0.1
"579","A2FHGTHU8UTP2X","CONTROL","HD",2,0,0.5
"580","A2FHGTHU8UTP2X","CONTROL","HD",2,1,-0.75
"581","A2FHGTHU8UTP2X","CONTROL","HD",2,2,0.166666666666667
"582","A2FHGTHU8UTP2X","CONTROL","HD",2,3,-0.333333333333333
"587","A2H45V728GQPVQ","TRAIN","LD",0,0,-1.96261557335472e-16
"588","A2H45V728GQPVQ","TRAIN","LD",0,1,-0.666666666666666
"589","A2H45V728GQPVQ","TRAIN","LD",0,2,0.25
"590","A2H45V728GQPVQ","TRAIN","LD",0,3,-7.85046229341888e-17
"591","A2H45V728GQPVQ","TRAIN","LD",1,0,0.166666666666667
"592","A2H45V728GQPVQ","TRAIN","LD",1,1,0.0833333333333333
"593","A2H45V728GQPVQ","TRAIN","LD",1,2,0.0416666666666666
"594","A2H45V728GQPVQ","TRAIN","LD",1,3,0.160714285714286
"595","A2H45V728GQPVQ","TRAIN","LD",2,0,-0.2
"596","A2H45V728GQPVQ","TRAIN","LD",2,1,-0.166666666666667
"597","A2H45V728GQPVQ","TRAIN","LD",2,2,3.14018491736755e-16
"598","A2H45V728GQPVQ","TRAIN","LD",2,3,-0.5
"601","A2I7S2991CE4XO","CONTROL","HD",0,0,-0.208333333333334
"602","A2I7S2991CE4XO","CONTROL","HD",0,1,0.333333333333333
"603","A2I7S2991CE4XO","CONTROL","HD",0,2,0.175
"604","A2I7S2991CE4XO","CONTROL","HD",0,3,0
"605","A2I7S2991CE4XO","CONTROL","HD",1,0,-0.1
"606","A2I7S2991CE4XO","CONTROL","HD",1,1,-0.144444444444445
"607","A2I7S2991CE4XO","CONTROL","HD",1,2,0.0714285714285713
"608","A2I7S2991CE4XO","CONTROL","HD",1,3,0.0555555555555554
"609","A2I7S2991CE4XO","CONTROL","HD",2,0,0.333333333333333
"610","A2I7S2991CE4XO","CONTROL","HD",2,1,3.14018491736755e-16
"611","A2I7S2991CE4XO","CONTROL","HD",2,2,3.14018491736755e-16
"612","A2I7S2991CE4XO","CONTROL","HD",2,3,-0.25
"616","A2I9PUZT19ZBO8","CONTROL","LD",0,0,-0.25
"617","A2I9PUZT19ZBO8","CONTROL","LD",0,1,-0.0666666666666667
"618","A2I9PUZT19ZBO8","CONTROL","LD",0,2,-0.5
"619","A2I9PUZT19ZBO8","CONTROL","LD",0,3,0.05
"620","A2I9PUZT19ZBO8","CONTROL","LD",1,0,0.0833333333333332
"621","A2I9PUZT19ZBO8","CONTROL","LD",1,1,-0.428571428571429
"622","A2I9PUZT19ZBO8","CONTROL","LD",1,2,0.0454545454545453
"623","A2I9PUZT19ZBO8","CONTROL","LD",1,3,-0.178571428571429
"624","A2I9PUZT19ZBO8","CONTROL","LD",2,0,0.333333333333333
"625","A2I9PUZT19ZBO8","CONTROL","LD",2,1,-0.142857142857143
"626","A2I9PUZT19ZBO8","CONTROL","LD",2,2,-0.166666666666667
"627","A2I9PUZT19ZBO8","CONTROL","LD",2,3,0.35
"631","A2IGLJGPDP2EWF","CONTROL","HD",0,0,0.166666666666667
"632","A2IGLJGPDP2EWF","CONTROL","HD",0,1,0.25
"633","A2IGLJGPDP2EWF","CONTROL","HD",0,2,-0.166666666666667
"634","A2IGLJGPDP2EWF","CONTROL","HD",0,3,-0.0333333333333333
"635","A2IGLJGPDP2EWF","CONTROL","HD",1,0,0.277777777777778
"636","A2IGLJGPDP2EWF","CONTROL","HD",1,1,0.0833333333333332
"637","A2IGLJGPDP2EWF","CONTROL","HD",1,2,-0.076388888888889
"638","A2IGLJGPDP2EWF","CONTROL","HD",1,3,-0.1
"639","A2IGLJGPDP2EWF","CONTROL","HD",2,0,3.14018491736755e-16
"640","A2IGLJGPDP2EWF","CONTROL","HD",2,1,-0.166666666666667
"641","A2IGLJGPDP2EWF","CONTROL","HD",2,2,-0.0833333333333333
"642","A2IGLJGPDP2EWF","CONTROL","HD",2,3,-0.0833333333333333
"645","A2LJ3Z8LJESI7Z","CONTROL","HD",0,0,0.125
"646","A2LJ3Z8LJESI7Z","CONTROL","HD",0,1,0.5
"647","A2LJ3Z8LJESI7Z","CONTROL","HD",0,2,-1.57009245868378e-16
"648","A2LJ3Z8LJESI7Z","CONTROL","HD",0,3,-0.0833333333333333
"649","A2LJ3Z8LJESI7Z","CONTROL","HD",1,0,-0.0625000000000002
"650","A2LJ3Z8LJESI7Z","CONTROL","HD",1,1,-0.111111111111111
"651","A2LJ3Z8LJESI7Z","CONTROL","HD",1,2,0.1875
"652","A2LJ3Z8LJESI7Z","CONTROL","HD",1,3,0.125
"653","A2LJ3Z8LJESI7Z","CONTROL","HD",2,0,-0.333333333333333
"654","A2LJ3Z8LJESI7Z","CONTROL","HD",2,1,3.14018491736755e-16
"655","A2LJ3Z8LJESI7Z","CONTROL","HD",2,2,-0.25
"656","A2LJ3Z8LJESI7Z","CONTROL","HD",2,3,0.35
"661","A2NA2OJT15COZY","CONTROL","HD",0,0,0.166666666666667
"662","A2NA2OJT15COZY","CONTROL","HD",0,1,-1.96261557335472e-16
"663","A2NA2OJT15COZY","CONTROL","HD",0,2,0.125
"664","A2NA2OJT15COZY","CONTROL","HD",0,3,0.125
"665","A2NA2OJT15COZY","CONTROL","HD",1,0,0.111111111111111
"666","A2NA2OJT15COZY","CONTROL","HD",1,1,-0.104166666666667
"667","A2NA2OJT15COZY","CONTROL","HD",1,2,0.0416666666666665
"668","A2NA2OJT15COZY","CONTROL","HD",1,3,0.104166666666667
"669","A2NA2OJT15COZY","CONTROL","HD",2,0,-0.0499999999999999
"670","A2NA2OJT15COZY","CONTROL","HD",2,1,3.14018491736755e-16
"671","A2NA2OJT15COZY","CONTROL","HD",2,2,-0.333333333333333
"672","A2NA2OJT15COZY","CONTROL","HD",2,3,0.5
"677","A2NAABOSB0CQT5","CONTROL","LD",0,0,0.333333333333333
"678","A2NAABOSB0CQT5","CONTROL","LD",0,1,0.166666666666667
"679","A2NAABOSB0CQT5","CONTROL","LD",0,2,0.0833333333333332
"680","A2NAABOSB0CQT5","CONTROL","LD",0,3,-0.0833333333333334
"681","A2NAABOSB0CQT5","CONTROL","LD",1,0,0.25
"682","A2NAABOSB0CQT5","CONTROL","LD",1,1,-0.0777777777777778
"683","A2NAABOSB0CQT5","CONTROL","LD",1,2,-0.013888888888889
"684","A2NAABOSB0CQT5","CONTROL","LD",1,3,0.0833333333333332
"685","A2NAABOSB0CQT5","CONTROL","LD",2,0,3.14018491736755e-16
"686","A2NAABOSB0CQT5","CONTROL","LD",2,1,-0.166666666666667
"687","A2NAABOSB0CQT5","CONTROL","LD",2,2,-0.25
"688","A2NAABOSB0CQT5","CONTROL","LD",2,3,0.25
"693","A2O12H2JML1UYP","TRAIN","HD",0,0,-0.214285714285715
"694","A2O12H2JML1UYP","TRAIN","HD",0,1,0.125
"695","A2O12H2JML1UYP","TRAIN","HD",0,2,0.125
"696","A2O12H2JML1UYP","TRAIN","HD",0,3,0.3
"697","A2O12H2JML1UYP","TRAIN","HD",1,0,0.0285714285714283
"698","A2O12H2JML1UYP","TRAIN","HD",1,1,0.0624999999999999
"699","A2O12H2JML1UYP","TRAIN","HD",1,2,0.0625
"700","A2O12H2JML1UYP","TRAIN","HD",1,3,0.0892857142857142
"701","A2O12H2JML1UYP","TRAIN","HD",2,0,3.14018491736755e-16
"702","A2O12H2JML1UYP","TRAIN","HD",2,1,0.333333333333333
"703","A2O12H2JML1UYP","TRAIN","HD",2,2,-0.166666666666667
"704","A2O12H2JML1UYP","TRAIN","HD",2,3,-0.2
"709","A2OJ5XOEKTKRR9","CONTROL","LD",0,0,-1.96261557335472e-16
"710","A2OJ5XOEKTKRR9","CONTROL","LD",0,1,-0.208333333333333
"711","A2OJ5XOEKTKRR9","CONTROL","LD",0,2,-0.5
"712","A2OJ5XOEKTKRR9","CONTROL","LD",0,3,0.142857142857143
"713","A2OJ5XOEKTKRR9","CONTROL","LD",1,0,0.0499999999999999
"714","A2OJ5XOEKTKRR9","CONTROL","LD",1,1,-0.0625000000000001
"715","A2OJ5XOEKTKRR9","CONTROL","LD",1,2,0.0833333333333332
"716","A2OJ5XOEKTKRR9","CONTROL","LD",1,3,0.1
"717","A2OJ5XOEKTKRR9","CONTROL","LD",2,0,-0.666666666666667
"718","A2OJ5XOEKTKRR9","CONTROL","LD",2,1,0.333333333333333
"719","A2OJ5XOEKTKRR9","CONTROL","LD",2,2,-0.666666666666667
"720","A2OJ5XOEKTKRR9","CONTROL","LD",2,3,0.25
"725","A2P0T88FJMZXUM","TRAIN","LD",0,0,-0.4
"726","A2P0T88FJMZXUM","TRAIN","LD",0,1,0
"727","A2P0T88FJMZXUM","TRAIN","LD",0,2,-0.375
"728","A2P0T88FJMZXUM","TRAIN","LD",0,3,-0.375
"729","A2P0T88FJMZXUM","TRAIN","LD",1,0,-0.023809523809524
"730","A2P0T88FJMZXUM","TRAIN","LD",1,1,0.05
"731","A2P0T88FJMZXUM","TRAIN","LD",1,2,-0.0375000000000002
"732","A2P0T88FJMZXUM","TRAIN","LD",1,3,0.4375
"733","A2P0T88FJMZXUM","TRAIN","LD",2,0,-0.333333333333333
"734","A2P0T88FJMZXUM","TRAIN","LD",2,1,NA
"735","A2P0T88FJMZXUM","TRAIN","LD",2,2,-0.333333333333333
"736","A2P0T88FJMZXUM","TRAIN","LD",2,3,-0.2
"739","A2PYM8RT72JOE8","TRAIN","LD",0,0,-0.375
"740","A2PYM8RT72JOE8","TRAIN","LD",0,1,-0.375
"741","A2PYM8RT72JOE8","TRAIN","LD",0,2,0.666666666666667
"742","A2PYM8RT72JOE8","TRAIN","LD",0,3,-1.96261557335472e-16
"743","A2PYM8RT72JOE8","TRAIN","LD",1,0,-0.145833333333334
"744","A2PYM8RT72JOE8","TRAIN","LD",1,1,0.1875
"745","A2PYM8RT72JOE8","TRAIN","LD",1,2,0.111111111111111
"746","A2PYM8RT72JOE8","TRAIN","LD",1,3,0.0208333333333331
"747","A2PYM8RT72JOE8","TRAIN","LD",2,0,3.14018491736755e-16
"748","A2PYM8RT72JOE8","TRAIN","LD",2,1,0.25
"749","A2PYM8RT72JOE8","TRAIN","LD",2,2,-0.2
"750","A2PYM8RT72JOE8","TRAIN","LD",2,3,-0.166666666666667
"755","A2SNCG0K167C0J","TRAIN","LD",0,0,0.125
"756","A2SNCG0K167C0J","TRAIN","LD",0,1,-9.8130778667736e-17
"757","A2SNCG0K167C0J","TRAIN","LD",0,2,0.266666666666667
"758","A2SNCG0K167C0J","TRAIN","LD",0,3,-9.8130778667736e-17
"759","A2SNCG0K167C0J","TRAIN","LD",1,0,0.145833333333333
"760","A2SNCG0K167C0J","TRAIN","LD",1,1,-7.85046229341888e-17
"761","A2SNCG0K167C0J","TRAIN","LD",1,2,0.0357142857142856
"762","A2SNCG0K167C0J","TRAIN","LD",1,3,-0.244444444444445
"763","A2SNCG0K167C0J","TRAIN","LD",2,0,0.0833333333333336
"764","A2SNCG0K167C0J","TRAIN","LD",2,1,-0.4
"765","A2SNCG0K167C0J","TRAIN","LD",2,2,0.666666666666667
"766","A2SNCG0K167C0J","TRAIN","LD",2,3,0
"771","A2SYRFPPV9WDEG","CONTROL","LD",0,0,0
"772","A2SYRFPPV9WDEG","CONTROL","LD",0,1,-0.25
"773","A2SYRFPPV9WDEG","CONTROL","LD",0,2,0.0357142857142856
"774","A2SYRFPPV9WDEG","CONTROL","LD",0,3,NA
"775","A2SYRFPPV9WDEG","CONTROL","LD",1,0,0.15
"776","A2SYRFPPV9WDEG","CONTROL","LD",1,1,-0.15
"777","A2SYRFPPV9WDEG","CONTROL","LD",1,2,0.2
"778","A2SYRFPPV9WDEG","CONTROL","LD",1,3,-0.0972222222222223
"779","A2SYRFPPV9WDEG","CONTROL","LD",2,0,3.14018491736755e-16
"780","A2SYRFPPV9WDEG","CONTROL","LD",2,1,0.333333333333333
"781","A2SYRFPPV9WDEG","CONTROL","LD",2,2,-0.75
"782","A2SYRFPPV9WDEG","CONTROL","LD",2,3,-0.6
"787","A2U7HWYD5KOBKW","CONTROL","HD",0,0,0.333333333333333
"788","A2U7HWYD5KOBKW","CONTROL","HD",0,1,0.4
"789","A2U7HWYD5KOBKW","CONTROL","HD",0,2,-0.333333333333334
"790","A2U7HWYD5KOBKW","CONTROL","HD",0,3,0.0714285714285715
"791","A2U7HWYD5KOBKW","CONTROL","HD",1,0,0.0833333333333332
"792","A2U7HWYD5KOBKW","CONTROL","HD",1,1,-0.107142857142857
"793","A2U7HWYD5KOBKW","CONTROL","HD",1,2,-0.013888888888889
"794","A2U7HWYD5KOBKW","CONTROL","HD",1,3,-1.0794385653451e-16
"795","A2U7HWYD5KOBKW","CONTROL","HD",2,0,3.14018491736755e-16
"796","A2U7HWYD5KOBKW","CONTROL","HD",2,1,0.25
"797","A2U7HWYD5KOBKW","CONTROL","HD",2,2,0
"798","A2U7HWYD5KOBKW","CONTROL","HD",2,3,-0.166666666666667
"803","A2V1IB3LHMWL25","TRAIN","LD",0,0,0.25
"804","A2V1IB3LHMWL25","TRAIN","LD",0,1,0.5
"805","A2V1IB3LHMWL25","TRAIN","LD",0,2,-0.3
"806","A2V1IB3LHMWL25","TRAIN","LD",0,3,-1.57009245868378e-16
"807","A2V1IB3LHMWL25","TRAIN","LD",1,0,-0.0125000000000001
"808","A2V1IB3LHMWL25","TRAIN","LD",1,1,-0.111111111111111
"809","A2V1IB3LHMWL25","TRAIN","LD",1,2,0.328571428571429
"810","A2V1IB3LHMWL25","TRAIN","LD",1,3,-0.119047619047619
"811","A2V1IB3LHMWL25","TRAIN","LD",2,0,0.25
"812","A2V1IB3LHMWL25","TRAIN","LD",2,1,-0.25
"813","A2V1IB3LHMWL25","TRAIN","LD",2,2,1.57009245868377e-16
"814","A2V1IB3LHMWL25","TRAIN","LD",2,3,0.0666666666666667
"819","A2VIW5KZRTWTFU","CONTROL","LD",0,0,0.0999999999999999
"820","A2VIW5KZRTWTFU","CONTROL","LD",0,1,0.1875
"821","A2VIW5KZRTWTFU","CONTROL","LD",0,2,-0.0500000000000001
"822","A2VIW5KZRTWTFU","CONTROL","LD",0,3,0.0333333333333332
"823","A2VIW5KZRTWTFU","CONTROL","LD",1,0,-0.0714285714285715
"824","A2VIW5KZRTWTFU","CONTROL","LD",1,1,0.166666666666667
"825","A2VIW5KZRTWTFU","CONTROL","LD",1,2,0.19047619047619
"826","A2VIW5KZRTWTFU","CONTROL","LD",1,3,-0.119047619047619
"827","A2VIW5KZRTWTFU","CONTROL","LD",2,0,-0.4
"828","A2VIW5KZRTWTFU","CONTROL","LD",2,1,3.14018491736755e-16
"829","A2VIW5KZRTWTFU","CONTROL","LD",2,2,0.25
"830","A2VIW5KZRTWTFU","CONTROL","LD",2,3,-0.0833333333333333
"833","A2VJD87928AG0O","CONTROL","LD",0,0,-0.375
"834","A2VJD87928AG0O","CONTROL","LD",0,1,0.3
"835","A2VJD87928AG0O","CONTROL","LD",0,2,0.4
"836","A2VJD87928AG0O","CONTROL","LD",0,3,0.0833333333333334
"837","A2VJD87928AG0O","CONTROL","LD",1,0,0.166666666666667
"838","A2VJD87928AG0O","CONTROL","LD",1,1,-0.157142857142857
"839","A2VJD87928AG0O","CONTROL","LD",1,2,0.142857142857143
"840","A2VJD87928AG0O","CONTROL","LD",1,3,-9.61481343191782e-17
"841","A2VJD87928AG0O","CONTROL","LD",2,0,NA
"842","A2VJD87928AG0O","CONTROL","LD",2,1,3.14018491736755e-16
"843","A2VJD87928AG0O","CONTROL","LD",2,2,3.14018491736755e-16
"844","A2VJD87928AG0O","CONTROL","LD",2,3,NA
"849","A2VM135NT6CLH","TRAIN","LD",0,0,-0.4
"850","A2VM135NT6CLH","TRAIN","LD",0,1,-0.25
"851","A2VM135NT6CLH","TRAIN","LD",0,2,-0.0833333333333334
"852","A2VM135NT6CLH","TRAIN","LD",0,3,0.1
"853","A2VM135NT6CLH","TRAIN","LD",1,0,0.19047619047619
"854","A2VM135NT6CLH","TRAIN","LD",1,1,-0.25
"855","A2VM135NT6CLH","TRAIN","LD",1,2,0.3125
"856","A2VM135NT6CLH","TRAIN","LD",1,3,-0.0357142857142858
"857","A2VM135NT6CLH","TRAIN","LD",2,0,-0.5
"858","A2VM135NT6CLH","TRAIN","LD",2,1,-0.2
"859","A2VM135NT6CLH","TRAIN","LD",2,2,0.416666666666667
"860","A2VM135NT6CLH","TRAIN","LD",2,3,0.2
"865","A2WLGVXAVT2XTR","CONTROL","LD",0,0,-0.238095238095238
"866","A2WLGVXAVT2XTR","CONTROL","LD",0,1,-0.2
"867","A2WLGVXAVT2XTR","CONTROL","LD",0,2,-0.285714285714286
"868","A2WLGVXAVT2XTR","CONTROL","LD",0,3,0.375
"869","A2WLGVXAVT2XTR","CONTROL","LD",1,0,0.0333333333333332
"870","A2WLGVXAVT2XTR","CONTROL","LD",1,1,0.0428571428571427
"871","A2WLGVXAVT2XTR","CONTROL","LD",1,2,-0.042857142857143
"872","A2WLGVXAVT2XTR","CONTROL","LD",1,3,-0.0892857142857144
"873","A2WLGVXAVT2XTR","CONTROL","LD",2,0,-0.25
"874","A2WLGVXAVT2XTR","CONTROL","LD",2,1,3.14018491736755e-16
"875","A2WLGVXAVT2XTR","CONTROL","LD",2,2,1
"876","A2WLGVXAVT2XTR","CONTROL","LD",2,3,3.14018491736755e-16
"880","A2XH1XHGHM1HKQ","CONTROL","HD",0,0,0.1
"881","A2XH1XHGHM1HKQ","CONTROL","HD",0,1,-0.125
"882","A2XH1XHGHM1HKQ","CONTROL","HD",0,2,0.0999999999999999
"883","A2XH1XHGHM1HKQ","CONTROL","HD",0,3,-0.4
"884","A2XH1XHGHM1HKQ","CONTROL","HD",1,0,0.114285714285714
"885","A2XH1XHGHM1HKQ","CONTROL","HD",1,1,0.0625
"886","A2XH1XHGHM1HKQ","CONTROL","HD",1,2,0.0714285714285713
"887","A2XH1XHGHM1HKQ","CONTROL","HD",1,3,0.0595238095238094
"888","A2XH1XHGHM1HKQ","CONTROL","HD",2,0,0.125
"889","A2XH1XHGHM1HKQ","CONTROL","HD",2,1,0.0333333333333334
"890","A2XH1XHGHM1HKQ","CONTROL","HD",2,2,3.14018491736755e-16
"891","A2XH1XHGHM1HKQ","CONTROL","HD",2,3,3.14018491736755e-16
"895","A386PZHLP17890","TRAIN","HD",0,0,-0.0833333333333334
"896","A386PZHLP17890","TRAIN","HD",0,1,0.0999999999999999
"897","A386PZHLP17890","TRAIN","HD",0,2,-0.166666666666667
"898","A386PZHLP17890","TRAIN","HD",0,3,-0.0500000000000001
"899","A386PZHLP17890","TRAIN","HD",1,0,0.166666666666666
"900","A386PZHLP17890","TRAIN","HD",1,1,-0.0142857142857143
"901","A386PZHLP17890","TRAIN","HD",1,2,0.0277777777777777
"902","A386PZHLP17890","TRAIN","HD",1,3,0.142857142857143
"903","A386PZHLP17890","TRAIN","HD",2,0,-0.25
"904","A386PZHLP17890","TRAIN","HD",2,1,0.5
"905","A386PZHLP17890","TRAIN","HD",2,2,0.142857142857143
"906","A386PZHLP17890","TRAIN","HD",2,3,3.14018491736755e-16
"911","A3IA77UHAVA83X","CONTROL","LD",0,0,-0.375
"912","A3IA77UHAVA83X","CONTROL","LD",0,1,0.166666666666667
"913","A3IA77UHAVA83X","CONTROL","LD",0,2,0.166666666666667
"914","A3IA77UHAVA83X","CONTROL","LD",0,3,-0.0119047619047621
"915","A3IA77UHAVA83X","CONTROL","LD",1,0,0.125
"916","A3IA77UHAVA83X","CONTROL","LD",1,1,-1.17756934401283e-16
"917","A3IA77UHAVA83X","CONTROL","LD",1,2,-0.0416666666666669
"918","A3IA77UHAVA83X","CONTROL","LD",1,3,-0.0250000000000001
"919","A3IA77UHAVA83X","CONTROL","LD",2,0,3.14018491736755e-16
"920","A3IA77UHAVA83X","CONTROL","LD",2,1,0.5
"921","A3IA77UHAVA83X","CONTROL","LD",2,2,0.2
"922","A3IA77UHAVA83X","CONTROL","LD",2,3,3.14018491736755e-16
"925","A3IBDA9FHUP2MM","CONTROL","LD",0,0,-0.0499999999999999
"926","A3IBDA9FHUP2MM","CONTROL","LD",0,1,-0.333333333333333
"927","A3IBDA9FHUP2MM","CONTROL","LD",0,2,0.375
"928","A3IBDA9FHUP2MM","CONTROL","LD",0,3,0.15
"929","A3IBDA9FHUP2MM","CONTROL","LD",1,0,-0.107142857142857
"930","A3IBDA9FHUP2MM","CONTROL","LD",1,1,0.333333333333333
"931","A3IBDA9FHUP2MM","CONTROL","LD",1,2,-0.0833333333333335
"932","A3IBDA9FHUP2MM","CONTROL","LD",1,3,0.0857142857142856
"933","A3IBDA9FHUP2MM","CONTROL","LD",2,0,-0.1
"934","A3IBDA9FHUP2MM","CONTROL","LD",2,1,0.133333333333333
"935","A3IBDA9FHUP2MM","CONTROL","LD",2,2,0.666666666666667
"936","A3IBDA9FHUP2MM","CONTROL","LD",2,3,3.14018491736755e-16
"941","A3IKEV2XRSMJV5","TRAIN","HD",0,0,-0.25
"942","A3IKEV2XRSMJV5","TRAIN","HD",0,1,0
"943","A3IKEV2XRSMJV5","TRAIN","HD",0,2,0.166666666666667
"944","A3IKEV2XRSMJV5","TRAIN","HD",0,3,0.15
"945","A3IKEV2XRSMJV5","TRAIN","HD",1,0,-0.0375000000000001
"946","A3IKEV2XRSMJV5","TRAIN","HD",1,1,-9.8130778667736e-17
"947","A3IKEV2XRSMJV5","TRAIN","HD",1,2,0.111111111111111
"948","A3IKEV2XRSMJV5","TRAIN","HD",1,3,-1.3738309013483e-16
"949","A3IKEV2XRSMJV5","TRAIN","HD",2,0,3.14018491736755e-16
