"","mturk_id","train_type","stim_type","xdist","block","V1"
"1415","AO7FM98CP90CL","TRAIN","HD",0,1,0.05
"1416","AO7FM98CP90CL","TRAIN","HD",0,2,-0.142857142857143
"1417","AO7FM98CP90CL","TRAIN","HD",0,3,-0.2
"1418","AO7FM98CP90CL","TRAIN","HD",1,0,0.119047619047619
"1419","AO7FM98CP90CL","TRAIN","HD",1,1,0.0857142857142856
"1420","AO7FM98CP90CL","TRAIN","HD",1,2,-0.0333333333333334
"1421","AO7FM98CP90CL","TRAIN","HD",1,3,-0.285714285714286
"1422","AO7FM98CP90CL","TRAIN","HD",2,0,0.75
"1423","AO7FM98CP90CL","TRAIN","HD",2,1,0.666666666666667
"1424","AO7FM98CP90CL","TRAIN","HD",2,2,-0.333333333333333
"1425","AO7FM98CP90CL","TRAIN","HD",2,3,0.333333333333333
"1430","AOIK8K4X34LGR","TRAIN","HD",0,0,0.166666666666667
"1431","AOIK8K4X34LGR","TRAIN","HD",0,1,-0.0666666666666667
"1432","AOIK8K4X34LGR","TRAIN","HD",0,2,-0.266666666666667
"1433","AOIK8K4X34LGR","TRAIN","HD",0,3,-0.15
"1434","AOIK8K4X34LGR","TRAIN","HD",1,0,-0.125
"1435","AOIK8K4X34LGR","TRAIN","HD",1,1,-1.3738309013483e-16
"1436","AOIK8K4X34LGR","TRAIN","HD",1,2,-1.17756934401283e-16
"1437","AOIK8K4X34LGR","TRAIN","HD",1,3,0.0714285714285713
"1438","AOIK8K4X34LGR","TRAIN","HD",2,0,3.14018491736755e-16
"1439","AOIK8K4X34LGR","TRAIN","HD",2,1,3.14018491736755e-16
"1440","AOIK8K4X34LGR","TRAIN","HD",2,2,-0.111111111111111
"1441","AOIK8K4X34LGR","TRAIN","HD",2,3,3.14018491736755e-16
"1444","APGX2WZ59OWDN","CONTROL","HD",0,0,NA
"1445","APGX2WZ59OWDN","CONTROL","HD",0,1,0.333333333333333
"1446","APGX2WZ59OWDN","CONTROL","HD",0,2,0.25
"1447","APGX2WZ59OWDN","CONTROL","HD",0,3,0.125
"1448","APGX2WZ59OWDN","CONTROL","HD",1,0,0.185714285714286
"1449","APGX2WZ59OWDN","CONTROL","HD",1,1,-9.8130778667736e-17
"1450","APGX2WZ59OWDN","CONTROL","HD",1,2,0.0499999999999999
"1451","APGX2WZ59OWDN","CONTROL","HD",1,3,0.1875
"1452","APGX2WZ59OWDN","CONTROL","HD",2,0,-0.2
"1453","APGX2WZ59OWDN","CONTROL","HD",2,1,-0.2
"1454","APGX2WZ59OWDN","CONTROL","HD",2,2,0.5
"1455","APGX2WZ59OWDN","CONTROL","HD",2,3,0.25
"1458","ATFGMWXTU004O","CONTROL","LD",0,0,0.166666666666667
"1459","ATFGMWXTU004O","CONTROL","LD",0,1,0.333333333333333
"1460","ATFGMWXTU004O","CONTROL","LD",0,2,0.3
"1461","ATFGMWXTU004O","CONTROL","LD",0,3,0
"1462","ATFGMWXTU004O","CONTROL","LD",1,0,-0.166666666666667
"1463","ATFGMWXTU004O","CONTROL","LD",1,1,0.111111111111111
"1464","ATFGMWXTU004O","CONTROL","LD",1,2,0.130952380952381
"1465","ATFGMWXTU004O","CONTROL","LD",1,3,-0.119047619047619
"1466","ATFGMWXTU004O","CONTROL","LD",2,0,0.666666666666667
"1467","ATFGMWXTU004O","CONTROL","LD",2,1,0.666666666666667
"1468","ATFGMWXTU004O","CONTROL","LD",2,2,0.6
"1469","ATFGMWXTU004O","CONTROL","LD",2,3,0.5
"1474","ATIA4HLCNE4RI","CONTROL","HD",0,0,0.4
"1475","ATIA4HLCNE4RI","CONTROL","HD",0,1,0.166666666666667
"1476","ATIA4HLCNE4RI","CONTROL","HD",0,2,-0.0500000000000001
"1477","ATIA4HLCNE4RI","CONTROL","HD",0,3,0.0999999999999999
"1478","ATIA4HLCNE4RI","CONTROL","HD",1,0,-0.0714285714285717
"1479","ATIA4HLCNE4RI","CONTROL","HD",1,1,0.0555555555555554
"1480","ATIA4HLCNE4RI","CONTROL","HD",1,2,0.285714285714286
"1481","ATIA4HLCNE4RI","CONTROL","HD",1,3,-1.66822323735151e-16
"1482","ATIA4HLCNE4RI","CONTROL","HD",2,0,3.14018491736755e-16
"1483","ATIA4HLCNE4RI","CONTROL","HD",2,1,0.0833333333333336
"1484","ATIA4HLCNE4RI","CONTROL","HD",2,2,3.14018491736755e-16
"1485","ATIA4HLCNE4RI","CONTROL","HD",2,3,3.14018491736755e-16
"1490","AUA0HE293PM30","TRAIN","LD",0,0,-0.2
"1491","AUA0HE293PM30","TRAIN","LD",0,1,0.25
"1492","AUA0HE293PM30","TRAIN","LD",0,2,0
"1493","AUA0HE293PM30","TRAIN","LD",0,3,-0.4
"1494","AUA0HE293PM30","TRAIN","LD",1,0,-0.157142857142857
"1495","AUA0HE293PM30","TRAIN","LD",1,1,0.166666666666667
"1496","AUA0HE293PM30","TRAIN","LD",1,2,0.125
"1497","AUA0HE293PM30","TRAIN","LD",1,3,-0.0142857142857143
"1498","AUA0HE293PM30","TRAIN","LD",2,0,3.14018491736755e-16
"1499","AUA0HE293PM30","TRAIN","LD",2,1,0.5
"1500","AUA0HE293PM30","TRAIN","LD",2,2,0.571428571428571
"1501","AUA0HE293PM30","TRAIN","LD",2,3,0
"1505","AWVIOLZUKBNVU","TRAIN","LD",0,0,-7.85046229341888e-17
"1506","AWVIOLZUKBNVU","TRAIN","LD",0,1,0.0333333333333331
"1507","AWVIOLZUKBNVU","TRAIN","LD",0,2,-0.1
"1508","AWVIOLZUKBNVU","TRAIN","LD",0,3,-0.416666666666667
"1509","AWVIOLZUKBNVU","TRAIN","LD",1,0,0.111111111111111
"1510","AWVIOLZUKBNVU","TRAIN","LD",1,1,-0.0952380952380955
"1511","AWVIOLZUKBNVU","TRAIN","LD",1,2,0.0178571428571428
"1512","AWVIOLZUKBNVU","TRAIN","LD",1,3,0.125
"1513","AWVIOLZUKBNVU","TRAIN","LD",2,0,-0.285714285714286
"1514","AWVIOLZUKBNVU","TRAIN","LD",2,1,1.57009245868377e-16
"1515","AWVIOLZUKBNVU","TRAIN","LD",2,2,1.57009245868377e-16
"1516","AWVIOLZUKBNVU","TRAIN","LD",2,3,-0.5
"1521","AXTXSH6HVG0H0","CONTROL","LD",0,0,-0.0500000000000001
"1522","AXTXSH6HVG0H0","CONTROL","LD",0,1,0.25
"1523","AXTXSH6HVG0H0","CONTROL","LD",0,2,0.4
"1524","AXTXSH6HVG0H0","CONTROL","LD",0,3,0.25
"1525","AXTXSH6HVG0H0","CONTROL","LD",1,0,-0.142857142857143
"1526","AXTXSH6HVG0H0","CONTROL","LD",1,1,0.125
"1527","AXTXSH6HVG0H0","CONTROL","LD",1,2,-0.0142857142857144
"1528","AXTXSH6HVG0H0","CONTROL","LD",1,3,0.0624999999999999
"1529","AXTXSH6HVG0H0","CONTROL","LD",2,0,-0.333333333333333
"1530","AXTXSH6HVG0H0","CONTROL","LD",2,1,-0.166666666666667
"1531","AXTXSH6HVG0H0","CONTROL","LD",2,2,-1
"1532","AXTXSH6HVG0H0","CONTROL","LD",2,3,0.166666666666667
"1537","AYEA5AKLJFSKT","TRAIN","HD",0,0,0.2
"1538","AYEA5AKLJFSKT","TRAIN","HD",0,1,0.25
"1539","AYEA5AKLJFSKT","TRAIN","HD",0,2,0.5
"1540","AYEA5AKLJFSKT","TRAIN","HD",0,3,0.1
"1541","AYEA5AKLJFSKT","TRAIN","HD",1,0,0.0714285714285713
"1542","AYEA5AKLJFSKT","TRAIN","HD",1,1,-0.0666666666666668
"1543","AYEA5AKLJFSKT","TRAIN","HD",1,2,0.0454545454545452
"1544","AYEA5AKLJFSKT","TRAIN","HD",1,3,-0.178571428571429
"1545","AYEA5AKLJFSKT","TRAIN","HD",2,0,3.14018491736755e-16
"1546","AYEA5AKLJFSKT","TRAIN","HD",2,1,3.14018491736755e-16
"1547","AYEA5AKLJFSKT","TRAIN","HD",2,2,3.14018491736755e-16
"1548","AYEA5AKLJFSKT","TRAIN","HD",2,3,3.14018491736755e-16
